id,hash_id,name,disease_group,disease_sub_group,status,version,version_created,relevant_disorders,stats,types
1347,,Incontinentia pigmenti,Dermatology,,public,1.4,2026-01-23T11:16:20.710250Z,['R239'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
176,56ba026c22c1fc5025762b50,Infantile enterocolitis & monogenic inflammatory bowel disease,Gastroenterological disorders,Gastrointestinal disorders,public,1.45,2025-11-23T17:24:00.474966Z,['Infantile enterocolitis and monogenic inflammatory bowel disease'],"{'number_of_genes': 69, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
246,563242a422c1fc582756e3cd,Infantile nystagmus,Ophthalmological disorders,Ocular movement disorders,public,1.11,2025-11-23T17:24:30.577324Z,[],"{'number_of_genes': 19, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
175,5763f32a8f620350a22bccde,Inherited bleeding disorders,Haematological and immunological disorders,Haemostasis disorders,public,1.182,2025-11-23T17:25:04.370730Z,"['Inherited platelet disorders', 'Monogenic thrombophilia', 'Inherited bleeding and or platelet disorders', 'Unprovoked Thrombosis before 40', 'Monogenic venous thrombosis']","{'number_of_genes': 119, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
635,,Inherited breast cancer and ovarian cancer,Inherited cancer,,public,3.1,2026-05-06T16:02:21.284533Z,['R208'],"{'number_of_genes': 8, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
503,,Inherited MMR deficiency (Lynch syndrome),Inherited cancer,,public,1.14,2026-05-06T16:02:21.284533Z,['R210'],"{'number_of_genes': 5, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
171,576cd7ca8f6203609632be82,Inherited non-medullary thyroid cancer,Tumour syndromes,Breast and endocrine,public,1.8,2025-11-23T17:26:22.213617Z,[],"{'number_of_genes': 30, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
143,592843a08f6203468490fa68,Inherited ovarian cancer (without breast cancer),Inherited cancer,,public,5.1,2026-05-06T16:02:21.284533Z,"['Familial ovarian cancer', 'R207']","{'number_of_genes': 27, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
524,,Inherited pancreatic cancer,Inherited cancer,,public,3.3,2026-05-06T16:02:21.284533Z,['R367'],"{'number_of_genes': 13, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1348,,Inherited parathyroid cancer,Endocrinology,,public,1.3,2026-01-23T11:20:03.833802Z,['R226'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
97,553f9599bb5a1616e5ed45b1,Inherited phaeochromocytoma and paraganglioma,Tumour syndromes,Breast and endocrine,public,1.12,2025-11-23T17:26:50.984802Z,['Neuro-endocrine Tumours- PCC and PGL'],"{'number_of_genes': 20, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
649,,Inherited phaeochromocytoma and paraganglioma excluding NF1,Endocrinology,,public,4.2,2026-05-12T13:06:30.728660Z,['R223'],"{'number_of_genes': 18, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
504,,Inherited polyposis and early onset colorectal cancer - germline testing,Inherited cancer,,public,4.1,2026-05-06T16:02:21.284533Z,"['Inherited polyposis', 'R211']","{'number_of_genes': 19, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
525,,Inherited predisposition to acute myeloid leukaemia (AML),Haematology,,public,3.7,2026-05-08T16:30:08.741869Z,['R347'],"{'number_of_genes': 16, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
523,,Inherited predisposition to GIST,Inherited cancer,,public,1.16,2026-05-06T16:02:21.284533Z,['R363'],"{'number_of_genes': 7, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
1223,,Inherited prostate cancer,Inherited cancer,,public,1.6,2026-05-06T16:02:21.284533Z,['R430'],"{'number_of_genes': 8, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
521,,Inherited renal cancer,Inherited cancer,,public,1.29,2026-05-06T16:02:21.284533Z,['R224'],"{'number_of_genes': 18, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
1349,,Inherited susceptibility to acute lymphoblastoid leukaemia (ALL),Haematology,,public,1.4,2026-01-23T11:34:04.761173Z,['R366'],"{'number_of_genes': 2, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
42,568f920822c1fc1c79ca177a,Inherited white matter disorders,Neurology and neurodevelopmental disorders,White matter disorders,public,1.186,2025-11-23T17:27:28.127756Z,['Leukodystrophy - adult onset'],"{'number_of_genes': 174, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
174,55b2109c22c1fc7dd7ce411f,Insulin resistance (including lipodystrophy),Endocrine disorders,Disorders of unusual phenotypes,public,1.18,2025-11-23T17:28:05.033537Z,['Insulin resistance (including lipodystrophy'],"{'number_of_genes': 26, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
285,558aa423bb5a16630e15b63c,Intellectual disability,Developmental disorders,,public,10.18,2026-05-26T10:19:59.811534Z,"['Coarse facial features including Coffin-Siris-like disorders', 'ID', 'Moderate', 'severe or profound intellectual disability', 'Schizophrenia plus additional features', 'Intellectual disability - microarray', 'fragile X and sequencing', 'Intellectual disability - microarray and sequencing', 'R29']","{'number_of_genes': 2833, 'number_of_strs': 15, 'number_of_regions': 70}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
514,,Intestinal failure or congenital diarrhoea,Gastrohepatology,,public,3.11,2026-03-30T11:13:26.099044Z,"['R331', 'Intestinal failure']","{'number_of_genes': 49, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
315,568f8db422c1fc1c79ca1777,Intracerebral calcification disorders,Neurology and neurodevelopmental disorders,Parenchymal brain disorders,public,1.37,2026-03-16T14:52:27.847304Z,[],"{'number_of_genes': 33, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
1350,,"IPEX - Immunodysregulation Polyendocrinopathy and Enteropathy, X-Linked",Endocrinology,,public,1.3,2026-01-23T11:37:17.115820Z,['R157'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
515,,Iron metabolism disorders - NOT common HFE mutations,Haematology,,public,4.1,2026-05-06T16:02:21.284533Z,"['Iron metabolism disorders', 'R96']","{'number_of_genes': 27, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
131,553f9744bb5a1616e5ed45e8,IUGR and IGF abnormalities,Endocrine disorders,Growth hormone disorders,public,1.70,2025-11-23T17:29:05.522001Z,[],"{'number_of_genes': 112, 'number_of_strs': 0, 'number_of_regions': 5}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
239,558c24a2bb5a166f63868678,Juvenile dermatomyositis,Rheumatological disorders,Multi-system inflammatory/autoimmune disorders,public,1.4,2025-11-23T17:29:39.486366Z,[],"{'number_of_genes': 5, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
173,5549d5c4bb5a1630f22d5886,Kabuki syndrome,Dysmorphic and congenital abnormality syndromes,Kabuki,public,1.6,2025-11-23T17:30:13.601152Z,[],"{'number_of_genes': 5, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
248,5554c896bb5a161bf644a3cf,Ketotic hypoglycaemia,Metabolic disorders,Specific metabolic abnormalities,public,1.10,2025-11-23T17:30:40.526086Z,[],"{'number_of_genes': 45, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
213,55ace3c022c1fc7042059034,Kleine-Levin syndrome,Neurology and neurodevelopmental disorders,Sleep disorders,public,1.8,2025-11-23T17:31:13.660825Z,['Kleine-Levin syndrome and other inherited sleep disorders'],"{'number_of_genes': 13, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
1351,,Krabbe disease - GALC deficiency,Metabolic,,public,1.3,2026-01-23T10:22:10.893796Z,['R280'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1352,,Krabbe disease - Saposin A deficiency,Metabolic,,public,1.3,2026-01-23T10:22:58.170644Z,['R281'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
549,,Laterality disorders and isomerism,Respiratory,,public,5.1,2026-05-06T16:02:21.284533Z,['R139'],"{'number_of_genes': 68, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
238,55a38d3a22c1fc64c2942434,Left Ventricular Noncompaction Cardiomyopathy,Cardiovascular disorders,Cardiomyopathy,public,1.5,2025-11-23T17:31:43.909675Z,[],"{'number_of_genes': 17, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}]"
1222,,Li Fraumeni Syndrome,Inherited cancer,,public,1.6,2026-01-23T10:25:59.687514Z,['R216'],"{'number_of_genes': 2, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
467,,Likely inborn error of metabolism,Metabolic,,public,9.7,2026-06-05T15:33:59.113318Z,"['Likely inborn error of metabolism - targeted testing not possible', 'Inborn errors of metabolism', 'R98']","{'number_of_genes': 966, 'number_of_strs': 3, 'number_of_regions': 1}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
384,,Limb disorders,Musculoskeletal,,public,8.9,2026-06-05T14:42:28.780035Z,[],"{'number_of_genes': 272, 'number_of_strs': 0, 'number_of_regions': 2}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
185,55b7a65322c1fc05fc7a1869,"Limb girdle muscular dystrophies, myofibrillar myopathies and distal myopathies",Neurology,,public,6.1,2026-05-06T16:02:21.284533Z,"['Limb girdle muscular dystrophy', 'R82']","{'number_of_genes': 109, 'number_of_strs': 1, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}]"
76,55a3b19722c1fc6710839b80,Long QT syndrome,Cardiology,,public,3.13,2026-05-06T16:02:21.284533Z,"['Long QT', 'R127']","{'number_of_genes': 23, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}]"
218,596f88628f620352d1224b99,Lung cancer pertinent cancer susceptibility,Cancer Programme,Pertinent cancer susceptibility gene panel,public,1.2,2025-10-13T20:28:03.875878Z,['Lung'],"{'number_of_genes': 0, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Cancer Germline 100K', 'slug': 'cancer-germline-100k', 'description': 'Cancer Germline 100K'}]"
1353,,Lymphoproliferative syndrome with absent SAP expression,Immunology,,public,1.3,2026-01-23T10:34:23.395949Z,['R17'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1354,,Lysosomal acid lipase deficiency,Metabolic,,public,1.3,2026-01-23T10:35:18.165611Z,['R325'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
529,,Lysosomal storage disorder,Metabolic,,public,3.9,2026-06-05T15:02:39.847718Z,['R276'],"{'number_of_genes': 56, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
96,568f8ba422c1fc1c79ca1774,Malformations of cortical development,Neurology,,public,8.3,2026-05-18T14:13:04.880365Z,[],"{'number_of_genes': 145, 'number_of_strs': 0, 'number_of_regions': 2}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
1076,,Malignant hyperthermia,Neurology,,public,1.5,2026-01-23T10:44:51.263560Z,['R371'],"{'number_of_genes': 3, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
133,596f89168f620352d1224bdb,Melanoma pertinent cancer susceptibility,Cancer Programme,Pertinent cancer susceptibility gene panel,public,1.3,2025-10-13T20:28:30.344419Z,['Malignant Melanoma'],"{'number_of_genes': 3, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Cancer Germline 100K', 'slug': 'cancer-germline-100k', 'description': 'Cancer Germline 100K'}]"
83,58c805938f6203413360f1cb,Membranoproliferative glomerulonephritis including C3 glomerulopathy,Renal,,public,3.13,2026-06-04T13:17:46.687193Z,"['PMG', 'MPGN', 'Primary Membranoproliferative Glomerulonephritis', 'Primary membranoproliferative glomerulonephritis', 'Membranoproliferative glomerulonephritis', 'R197']","{'number_of_genes': 9, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'Rare Disease 100K', 'slug': 'rare-disease-100k', 'description': 'Rare Disease 100K'}, {'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}, {'name': 'GMS Rare Disease Virtual', 'slug': 'gms-rare-disease-virtual', 'description': 'This is a panel for the Genomic Medicine Service for an exome/genome/panel based test that requires a virtual gene panel for rare disease in the Test Directory.'}, {'name': 'Component Of Super Panel', 'slug': 'component-of-super-panel', 'description': 'This panel is a component of a Super Panel'}]"
1356,,"Mitochondrial Complex V deficiency, TMEM70 type",Mitochondrial,,public,1.3,2026-01-23T10:46:49.902109Z,['R396'],"{'number_of_genes': 1, 'number_of_strs': 0, 'number_of_regions': 0}","[{'name': 'GMS Rare Disease', 'slug': 'gms-rare-disease', 'description': 'This panel type is used for GMS panels that are not virtual (i.e. could be a wet lab test)'}, {'name': 'GMS signed-off', 'slug': 'gms-signed-off', 'description': 'This panel has undergone review by a NHSE GMS disease specialist group and processes to be signed-off for use within the GMS.'}]"
